"store_id","time","treatment","location","type","beer_sales","wine_sales","theft_rate"
"17",13,0,"West Van","Wine",29.23,23.8,0.014
"17",14,0,"West Van","Wine",33.08,35.27,0.003
"17",15,0,"West Van","Wine",24.51,33.88,0.004
"17",16,0,"West Van","Wine",42.24,27.28,0.015
"17",17,0,"West Van","Wine",27.29,31.69,0.002
"17",18,0,"West Van","Wine",26.53,31.99,0.015
"17",19,0,"West Van","Wine",22.02,29.66,0.017
"17",20,0,"West Van","Wine",42.17,26.56,0.012
"17",21,0,"West Van","Wine",28.39,29.19,0.001
"17",22,0,"West Van","Wine",40.49,25.33,0.006
"17",23,0,"West Van","Wine",34.88,27.5,0.01
"17",24,0,"West Van","Wine",25.25,27.6,0.001
"17",25,0,"West Van","Wine",31.11,31.02,0.008
"17",26,0,"West Van","Wine",28.74,29.26,0.005
"17",27,0,"West Van","Wine",26.61,29.15,0.01
"17",28,0,"West Van","Wine",32.18,29.06,0.009
"17",29,0,"West Van","Wine",35.14,28.59,0.001
"17",30,0,"West Van","Wine",31.68,28.32,0.01
"18",1,1,"Downtown","Beer",29.37,32.45,0.019
"18",2,1,"Downtown","Beer",33.79,30.72,0.012
"18",3,1,"Downtown","Beer",34.08,30.3,0.011
"18",4,1,"Downtown","Beer",27.51,28.51,0.019
"18",5,1,"Downtown","Beer",25.03,26.49,0.006
"18",6,1,"Downtown","Beer",28.89,34.44,0.016
"18",7,1,"Downtown","Beer",22.58,27.73,0.009
"18",8,1,"Downtown","Beer",30.68,29.64,0.007
"18",9,1,"Downtown","Beer",36.97,28.43,0.001
"18",10,1,"Downtown","Beer",34.16,25.59,0.01
"18",11,1,"Downtown","Beer",29.52,26.5,0.014
"18",12,1,"Downtown","Beer",33.46,33.37,0.01
"18",13,1,"Downtown","Beer",30.32,27.32,0
"18",14,1,"Downtown","Beer",36.32,39.08,0.019
"18",15,1,"Downtown","Beer",26.26,21.62,0.005
"18",16,1,"Downtown","Beer",38.12,29.63,0.009
"18",17,1,"Downtown","Beer",29.28,24.48,0.007
"18",18,1,"Downtown","Beer",34.13,24.7,0.009
"18",19,1,"Downtown","Beer",36.18,25.41,0.018
"18",20,1,"Downtown","Beer",32.35,27.87,0.003
"18",21,1,"Downtown","Beer",30.96,25.08,0.004
"18",22,1,"Downtown","Beer",31.73,22.88,0.004
"18",23,1,"Downtown","Beer",42.49,21.49,0.016
"18",24,1,"Downtown","Beer",38.6,20.71,0.016
"18",25,1,"Downtown","Beer",35.19,25.82,0.019
"18",26,1,"Downtown","Beer",36.02,27.66,0.018
"18",27,1,"Downtown","Beer",34.21,28.8,0.013
"18",28,1,"Downtown","Beer",36.71,20.19,0.01
"18",29,1,"Downtown","Beer",36.77,27.02,0.016
"18",30,1,"Downtown","Beer",39.93,30.21,0.007
"19",1,1,"North Van","Beer",37.72,24.3,0.012
"19",2,1,"North Van","Beer",30.93,35.55,0.013
"19",3,1,"North Van","Beer",22.44,38.29,0.003
"19",4,1,"North Van","Beer",36.01,32.66,0.002
"19",5,1,"North Van","Beer",25.59,29.12,0.011
"19",6,1,"North Van","Beer",24.97,26.5,0.011
"19",7,1,"North Van","Beer",32.37,29.91,0.013
"19",8,1,"North Van","Beer",36.78,26.91,0.009
"19",9,1,"North Van","Beer",30.65,28.31,0.005
"19",10,1,"North Van","Beer",37.14,32.56,0.018
"19",11,1,"North Van","Beer",35.53,34.91,0.017
"19",12,1,"North Van","Beer",36.09,27.45,0.01
"19",13,1,"North Van","Beer",31.8,28.55,0.012
"19",14,1,"North Van","Beer",25.87,29.97,0.008
"19",15,1,"North Van","Beer",23.49,27.53,0.014
"19",16,1,"North Van","Beer",32.97,27.63,0.016
"19",17,1,"North Van","Beer",40.52,27.18,0.014
"19",18,1,"North Van","Beer",31.32,28.07,0.007
"19",19,1,"North Van","Beer",30.66,25.66,0.02
"19",20,1,"North Van","Beer",32.63,21.58,0.003
"19",21,1,"North Van","Beer",30.88,25.93,0.019
"19",22,1,"North Van","Beer",42.16,20.77,0.017
"19",23,1,"North Van","Beer",40.75,23.81,0.015
"19",24,1,"North Van","Beer",34,23.26,0.003
"19",25,1,"North Van","Beer",39.94,25.76,0.011
"19",26,1,"North Van","Beer",32.49,23.73,0.014
"19",27,1,"North Van","Beer",30.82,26.96,0.005
"19",28,1,"North Van","Beer",36.24,28.72,0.018
"19",29,1,"North Van","Beer",33.72,24.47,0.005
"19",30,1,"North Van","Beer",33.57,23.62,0.02
"20",1,1,"West Van","Beer",33.28,29.37,0.013
"20",2,1,"West Van","Beer",27.27,24.73,0.015
"20",3,1,"West Van","Beer",28.08,27.11,0.018
"20",4,1,"West Van","Beer",36.48,27.98,0.008
"20",5,1,"West Van","Beer",23.33,27.54,0
"20",6,1,"West Van","Beer",31.99,34.49,0.016
"20",7,1,"West Van","Beer",32.74,34.34,0.004
"20",8,1,"West Van","Beer",25.42,30.88,0.014
"20",9,1,"West Van","Beer",29.11,30.97,0.001
"20",10,1,"West Van","Beer",30.3,31.43,0.011
"20",11,1,"West Van","Beer",35.64,29.38,0.011
"20",12,1,"West Van","Beer",36.85,25.28,0.001
"20",13,1,"West Van","Beer",28.03,26.27,0.013
"20",14,1,"West Van","Beer",28.92,33.85,0.015
"20",15,1,"West Van","Beer",38.76,24.7,0.008
"20",16,1,"West Van","Beer",31.33,21.26,0.001
"20",17,1,"West Van","Beer",42.09,24.11,0.013
"20",18,1,"West Van","Beer",28.49,21.17,0.01
"20",19,1,"West Van","Beer",28.61,22.5,0.003
"20",20,1,"West Van","Beer",26.84,20.89,0.009
"20",21,1,"West Van","Beer",36.39,24.01,0.001
"20",22,1,"West Van","Beer",39.61,25.56,0.006
"20",23,1,"West Van","Beer",37.18,28.76,0
"20",24,1,"West Van","Beer",32.84,26.65,0.009
"20",25,1,"West Van","Beer",35.03,27.49,0.003
"20",26,1,"West Van","Beer",31.06,20.85,0.012
"20",27,1,"West Van","Beer",25.87,25.05,0.013
"20",28,1,"West Van","Beer",29.32,24.6,0.004
"20",29,1,"West Van","Beer",32.37,17.91,0.018
"20",30,1,"West Van","Beer",39.76,27.33,0.003
